Time [s],Flags,FrameId,PayloadLength,HeaderCRC,CycleCount,Data,CRC
0.004559340000000,4,5,17,896,23,116|18|64|0|132|0|252|72|221|2|64|0|0|0|0|0|220|2|0|0|0|2|192|255|0|0|0|0|0|0|0|0|0|224,710129
0.004611550000000,4,6,17,415,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32,9556160
0.004663550000000,4,7,17,106,23,0|0|0|0|0|0|0|0|24|162|42|66|126|255|254|201|0|0|0|0|0|0|0|0|192|167|60|165|255|253|231|255|0|80,3340086
0.004715730000000,7,8,17,1711,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|4,13716365
0.004767930000000,4,9,17,121,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|8|168|10|182|2|5|0|0|16,14564726
0.004924820000000,4,12,17,1624,23,64|12|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|128,3784850
0.004976730000000,4,13,17,1965,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|255|255|0|24,15667621
0.005185680000000,4,17,17,1931,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32,3531447
0.005238000000000,4,18,17,1428,23,124|22|0|104|0|8|0|8|0|0|0|0|0|0|0|0|63|86|0|0|0|0|5|0|192|41|0|88|0|136|255|7|0|176,5819124
0.005290330000000,4,19,17,1121,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|28|82|0|128|0|128|5|0|133|37|255|87|255|183|30|8|0|48,6259309
0.005342530000000,4,20,17,426,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32,3290049
0.005394730000000,0,21,17,95,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,15055413
0.005498870000000,4,23,17,949,23,48|146|254|5|72|23|177|187|86|18|1|16|0|0|0|0|0|0|0|0|0|0|0|0|239|242|3|128|0|0|131|0|0|208,12238291
0.005551000000000,7,24,17,1392,23,137|2|0|56|0|80|36|0|84|242|33|33|32|32|0|0|184|242|159|0|0|0|0|0|198|2|253|63|240|0|224|255|0|240,205233
0.005603180000000,4,25,17,934,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|111|178|13|219|0|0|16|0|0|0|0|0|0|0|0|0|0|48,15266319
0.005655380000000,4,26,17,441,23,226|228|255|253|191|255|247|255|45|194|191|127|254|63|254|63|196|2|25|0|0|16|0|126|4|0|0|0|0|0|0|0|0|212,7842045
0.005759740000000,4,28,17,1415,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|192|93|3|35|240|31|0|0|0|0|0|112,1318029
0.005811940000000,4,29,17,1138,23,157|227|191|255|175|20|0|0|6|67|36|2|255|0|254|1|196|195|68|4|1|0|117|132|86|130|25|99|33|0|0|0|0|240,6147521
0.005916360000000,4,31,17,1944,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|32,5553224
0.005968560000000,4,32,17,543,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|240|251|223|255|0|0|0|0|0|0|0|0|0|32,11028358
0.006020760000000,4,33,17,1002,23,241|4|0|32|96|255|243|255|89|68|1|229|255|253|239|255|131|164|127|244|127|255|243|255|0|0|0|0|0|0|0|0|0|224,2242444
0.006072960000000,4,34,17,501,23,0|0|42|21|0|0|0|0|155|116|32|156|246|1|42|18|80|20|255|127|251|3|0|125|132|26|229|195|65|228|221|2|0|240,12283858
0.006125160000000,0,35,17,0,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,6091517
0.006177360000000,0,36,17,1483,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,2023552
0.006282090000000,0,38,17,1569,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,5972875
0.006333830000000,0,39,17,2004,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,14120171
0.006542730000000,0,43,17,1069,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,15984927
0.006647310000000,7,45,17,1840,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|219|5|0|0|0|0|0|0|0|48,11729554
0.006855780000000,0,49,17,53,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,16716284
0.006907980000000,4,50,17,554,23,0|0|126|183|0|0|58|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|128,6516408
0.006960180000000,0,51,17,991,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0,12243703
0.007012380000000,4,52,4,334,23,0|0|0|0|0|0|0|0,1437125
0.007147560000000,4,65,17,173,23,0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|97|2|0|0|0|0|222|56|55|66|0|0|3|254|7|0|0|112,10687906
0.007300560000000,4,77,109,136,23,127|0|0|52|11|104|70|0|248|11|166|131|62|40|246|255|0|102|11|255|255|255|255|255|255|255|255|255|255|255|255|31|252|252|255|255|255|255|255|255|255|127|255|255|255|255|255|252|255|255|255|255|255|255|255|255|255|95|11|255|255|255|255|255|255|255|255|255|255|255|255|31|252|252|255|255|255|255|255|255|255|127|255|255|255|255|255|252|255|255|255|255|255|255|255|255|255|188|11|255|255|255|255|255|255|255|255|255|255|255|255|31|252|252|255|255|255|255|255|255|255|127|255|255|255|255|255|252|255|255|255|255|255|255|255|255|255|18|11|255|255|255|255|255|255|255|255|255|255|255|255|31|252|252|255|255|255|255|255|255|255|127|255|255|255|255|255|252|255|255|255|255|255|255|255|255|255|78|11|255|255|255|255|255|255|255|255|255|255|255|255|31|252|252|255|255|255|255|255|255|255|127|255|255|255|255|255|252|255|255|255|255|255|255|255|255|255|0,10363648
